TIPO,CASO,FALHA,EST,TESTE,NPOSTOS,PERC.ENA
avaliaArvoresRepresentativo/A_125_2_2,NeuralGasSimetrico,std_limite,3,FALHOU_AO_MENOS_UMTESTE,35.0,40.69
avaliaArvoresRepresentativo/A_125_2_2,BKAssimetrico,std_limite,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvoresRepresentativo/A_125_2_2,BKSimetrico,std_limite,2,FALHOU_AO_MENOS_UMTESTE,56.00000000000001,48.22
avaliaArvoresRepresentativo/A_125_2_2,KMeansAssimetricoProb,std_limite,2,FALHOU_AO_MENOS_UMTESTE,10.0,16.71
avaliaArvoresRepresentativo/A_125_2_2,KMeansSimetricoProbQuad,std_limite,2,FALHOU_AO_MENOS_UMTESTE,25.0,28.22
avaliaArvoresRepresentativo/A_125_2_2,NeuralGas,std_limite,2,FALHOU_AO_MENOS_UMTESTE,15.0,23.38
avaliaArvoresRepresentativo/A_125_2_2,NeuralGasSimetrico,std_limite,2,FALHOU_AO_MENOS_UMTESTE,67.0,88.58
avaliaArvoresRepresentativo/A_125_2_2,BKAssimetrico,distribution,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvoresRepresentativo/A_125_2_2,BKSimetrico,distribution,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvoresRepresentativo/A_125_2_2,KMeansAssimetricoProb,distribution,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvoresRepresentativo/A_125_2_2,KMeansSimetricoProbQuad,distribution,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvoresRepresentativo/A_125_2_2,NeuralGas,distribution,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvoresRepresentativo/A_125_2_2,NeuralGasSimetrico,distribution,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvoresRepresentativo/A_125_2_2,BKAssimetrico,distribution,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvoresRepresentativo/A_125_2_2,BKSimetrico,distribution,2,FALHOU_AO_MENOS_UMTESTE,31.0,49.47
avaliaArvoresRepresentativo/A_125_2_2,KMeansAssimetricoProb,distribution,2,FALHOU_AO_MENOS_UMTESTE,4.0,1.97
avaliaArvoresRepresentativo/A_125_2_2,KMeansSimetricoProbQuad,distribution,2,FALHOU_AO_MENOS_UMTESTE,2.0,0.34
avaliaArvoresRepresentativo/A_125_2_2,NeuralGas,distribution,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvoresRepresentativo/A_125_2_2,NeuralGasSimetrico,distribution,2,FALHOU_AO_MENOS_UMTESTE,17.0,3.5
